Age,Age (group),Department,Disability Status,Education-1,Ethnicity,Gender Updated,Info,Job Satisfaction,Job Satisfaction ,Years At Company (group),Years At Company (group) (copy),Employee Count,Monthly Income,Training Times Last Year,Years At Company
34,26-40,Research & Development,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,4325,2,5
56,55+,Research & Development,Prefer not to say,Senior - Proffessional,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,7260,3,6
23,16-25,Sales,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2322,3,0
51,41-55,Research & Development,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2075,4,4
30,26-40,Research & Development,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,11-15 Years,Nov-15,1,4152,3,11
46,41-55,Sales,Not Declared,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,9619,3,9
40,26-40,Research & Development,Not Declared,Manager,White,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,21+ Years,21+,1,13503,3,22
51,41-55,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,5441,2,10
30,26-40,Sales,Not Declared,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,11-15 Years,Nov-15,1,5209,4,11
46,41-55,Research & Development,Not Declared,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,6-10 Years,06-Oct,1,10673,5,10
32,26-40,Sales,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,11-15 Years,Nov-15,1,5010,0,11
54,41-55,Research & Development,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,13549,5,4
24,16-25,Sales,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,4999,2,3
28,26-40,Sales,Not Disabled,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,4221,3,5
58,55+,Sales,Not Disabled,Manager,White,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,21+ Years,21+,1,13872,1,37
44,41-55,Research & Development,Not Disabled,Senior - Proffessional,Hispanic or Latino,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,2042,3,3
37,26-40,Human Resources,Not Disabled,Manager,Hispanic or Latino,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2073,3,3
32,26-40,Research & Development,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,0-5 Years,0-5,1,2956,2,1
20,16-25,Research & Development,Not Declared,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2926,5,1
34,26-40,Research & Development,Not Disabled,Manager,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,16-20 Years,16-20,1,4809,3,16
37,26-40,Research & Development,Not Declared,Associate,All Other Races,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,5163,2,1
59,55+,Human Resources,Not Declared,Manager,White,Non-Binary,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,18844,3,3
50,41-55,Research & Development,Not Disabled,Senior - Proffessional,White,Non-Binary,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,6-10 Years,06-Oct,1,18172,1,8
25,16-25,Sales,Not Declared,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,5744,1,6
25,16-25,Research & Development,Not Declared,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2889,2,2
22,16-25,Research & Development,Not Disabled,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2871,5,0
51,41-55,Research & Development,Not Declared,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,11-15 Years,Nov-15,1,7484,1,13
34,26-40,Research & Development,Prefer not to say,Senior - Proffessional,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,6074,3,9
54,41-55,Human Resources,Disabled,Senior - Proffessional,Black or African American,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,17328,3,5
24,16-25,Research & Development,Not Disabled,Mid-Level,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,0-5 Years,0-5,1,2774,2,5
34,26-40,Research & Development,Not Declared,Manager,Asian,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,4505,3,1
37,26-40,Sales,Not Disabled,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,7428,3,5
34,26-40,Research & Development,Not Declared,Senior - Proffessional,Black or African American,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Low,Low,11-15 Years,Nov-15,1,11631,6,11
36,26-40,Sales,Not Disabled,Associate,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,6-10 Years,06-Oct,1,9738,6,9
36,26-40,Research & Development,Not Disabled,Associate,All Other Races,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,0-5 Years,0-5,1,2835,2,1
43,41-55,Sales,Not Disabled,Associate,White,Prefer not to say,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,Very High,21+ Years,21+,1,16959,3,25
30,26-40,Research & Development,Prefer not to say,Senior - Proffessional,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,6-10 Years,06-Oct,1,2613,2,10
33,26-40,Sales,Not Disabled,Associate,White,Female,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,6-10 Years,06-Oct,1,6146,2,7
56,55+,Research & Development,Not Disabled,Manager,White,Male,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",Medium,Medium,0-5 Years,0-5,1,4963,2,5
51,41-55,Research & Development,Not Disabled,Senior - Proffessional,Black or African American,Non-Binary,"Data is transformed from the following public datasets: 
Attrition Data: https://www.kaggle.com/pavansubhasht/ibm-hr-analytics-attrition-dataset
Turnover Data: https://data.louisvilleky.gov/documents/louisville-metro-ky-turnover-historical/about",High,High,16-20 Years,16-20,1,19537,5,20
