uid,datetime,latitude,longitude,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,MOTORIST INJURED,MOTORIST KILLED,PEDESTRIANS KILLED,CYCLIST KILLED,CYCLIST INJURED,PEDESTRIANS INJURED,Total Victim,Injured,Killed
96,1/4/2018 13:40,-1.284440011,36.830619,Failure to Yield Right-of-Way,Unsafe Speed,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
97,1/5/2018 1:38,-1.269969511,36.8360283,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
98,1/5/2018 1:46,-1.301302611,36.8209033,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
99,1/5/2018 2:22,-1.246762461,36.6806061,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
100,1/5/2018 7:09,-1.231967411,36.8790694,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
101,1/5/2018 7:19,-1.231005211,36.8778795,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,3,0,0,0,0,0,3,3,0
102,1/5/2018 7:20,-1.231005211,36.8778795,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
103,1/5/2018 7:21,-1.259080011,36.77803,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
104,1/5/2018 7:31,-1.217311215,36.89447846,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
105,1/5/2018 8:05,-1.230999265,36.87787438,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
106,1/5/2018 8:15,-1.230999265,36.87787438,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,TAXI,SPORT UTILITY / STATION WAGON,2,0,0,0,0,1,3,3,0
107,1/5/2018 12:38,-1.282547011,36.8272337,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
108,1/5/2018 15:25,-1.288863693,36.68351587,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
109,1/5/2018 15:40,-1.298357777,36.88640147,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
110,1/6/2018 6:25,-1.479245178,37.04201651,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
111,1/6/2018 10:03,-1.207178678,36.785869,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
112,1/6/2018 10:15,-1.207178678,36.785869,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,1,0,3,3,0
113,1/6/2018 10:35,-1.204792118,36.91653897,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
114,1/6/2018 17:36,-1.31659931,36.83381615,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
115,1/6/2018 17:51,-1.31659931,36.83381615,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
116,1/6/2018 18:30,-1.305026611,36.8524756,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
117,1/6/2018 19:54,-1.280878811,36.8243775,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,OTHER,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SMALL COM VEH(4 TIRES),PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
118,1/7/2018 2:25,-1.323770853,36.84483024,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
119,1/7/2018 2:45,-1.32368091,36.8443572,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Sedan,3,0,0,0,0,0,3,3,0
120,1/7/2018 2:50,-1.32368091,36.8443572,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
121,1/7/2018 7:37,-1.305481011,36.8344243,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
122,1/7/2018 9:08,-1.47404401,36.628369,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,Ambulance,Bus,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
123,1/7/2018 9:28,-1.265532409,36.8025411,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
124,1/7/2018 9:34,-1.267441435,36.8355184,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
125,1/7/2018 9:38,-1.26302986,36.76437436,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,3,0,0,0,0,0,3,3,0
126,1/7/2018 9:38,-1.263090011,36.76439,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
127,1/7/2018 9:41,-1.262874669,36.76425694,Aggressive Driving/Road Rage,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
128,1/7/2018 9:42,-1.262874669,36.76425694,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
129,1/7/2018 9:44,-1.263090011,36.76439,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
130,1/7/2018 9:46,-1.263090011,36.76439,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
131,1/7/2018 9:53,-1.262746111,36.7642235,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
132,1/7/2018 9:57,-1.264266609,36.74698523,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Bus,3,0,0,0,0,0,3,3,0
133,1/7/2018 10:08,-1.263090011,36.76439,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
134,1/7/2018 10:14,-1.263090011,36.76439,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,TAXI,Taxi,3,0,0,0,0,0,3,3,0
135,1/7/2018 10:37,-1.262746111,36.7642235,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Pick-up Truck,Pick-up Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
136,1/7/2018 10:42,-1.263090011,36.76439,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,3,0,0,0,0,0,3,3,0
137,1/7/2018 10:50,-1.250567928,36.93997583,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0,0,1,0,3,3,0
138,1/7/2018 10:53,-1.263788972,36.76393498,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
139,1/7/2018 10:59,-1.264266609,36.74698523,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
140,1/7/2018 10:59,-1.257911311,36.868017,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,1,0,0,0,0,2,3,3,0
141,1/7/2018 11:38,-1.262971225,36.76502483,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
142,1/7/2018 13:46,-1.213258061,36.6605261,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,3,0,0,0,0,0,3,3,0
143,1/7/2018 14:56,-1.264331136,36.74698435,Other Vehicular,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
144,1/7/2018 16:16,-1.264331136,36.74698435,Failure to Yield Right-of-Way,Passing or Lane Usage Improper,Passing or Lane Usage Improper,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
145,1/7/2018 17:57,-1.183749111,37.0081209,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,Other Vehicular,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,1,0,1,0,0,1,3,2,1
146,1/8/2018 1:31,-1.267441435,36.8355184,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
147,1/8/2018 2:49,-1.259975199,36.84341754,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
148,1/8/2018 2:50,-1.259975199,36.84341754,Lost Consciousness,Unspecified,Unspecified,Unspecified,Unspecified,Van,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,3,0,0,0,0,0,3,3,0
149,1/8/2018 3:04,-1.259366931,36.84312276,Physical Disability,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
150,1/8/2018 3:12,-1.259975199,36.84341754,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
151,1/8/2018 3:21,-1.259366931,36.84312276,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
152,1/8/2018 4:27,-1.262874669,36.76425694,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,3,0,0,0,0,0,3,3,0
153,1/8/2018 5:10,-1.289625591,36.76156516,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
154,1/8/2018 5:19,-1.289625591,36.76156516,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,3,0,0,0,0,0,3,3,0
155,1/8/2018 5:33,-1.289414511,36.7615835,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,3,0,0,0,0,0,3,3,0
156,1/8/2018 7:11,-1.289521289,36.76157736,Prescription Medication,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
157,1/8/2018 9:03,-1.284768511,36.8261138,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Bus,3,0,0,0,0,0,3,3,0
158,1/8/2018 9:41,-1.274933811,36.82341674,Unsafe Speed,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,3,0,0,0,0,0,3,3,0
159,1/8/2018 10:11,-1.233746261,36.87313835,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
160,1/8/2018 10:19,-1.286987311,36.7424011,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,3,0,0,0,0,0,3,3,0
161,1/8/2018 10:23,-1.231018192,36.87832985,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
162,1/8/2018 10:25,-1.235521384,36.87273366,Traffic Control Disregarded,Other Vehicular,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Ambulance,2,0,0,0,0,0,2,2,0
163,1/8/2018 10:26,-1.244783011,36.86685424,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Box Truck,Box Truck,Sedan,Sedan,2,0,0,0,0,0,2,2,0
164,1/8/2018 10:41,-1.230999265,36.87787438,Other Vehicular,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2,0,0,0,0,0,2,2,0
165,1/8/2018 10:52,-1.289891411,36.7503364,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Refrigerated Van,Sedan,2,0,0,0,0,0,2,2,0
166,1/8/2018 10:54,-1.289891411,36.7503364,Brakes Defective,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,2,0,0,0,0,0,2,2,0
167,1/8/2018 10:57,-1.235521384,36.87273366,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
168,1/8/2018 11:22,-1.244783011,36.86685424,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Sedan,2,0,0,0,0,0,2,2,0
169,1/8/2018 11:55,-1.245028992,36.86729815,Backing Unsafely,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
170,1/8/2018 13:03,-1.230999265,36.87787438,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
171,1/8/2018 14:10,-1.171190302,36.97258244,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,2,0,0,0,0,0,2,2,0
172,1/8/2018 14:29,-1.289846615,36.81023475,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,Bus,2,0,0,0,0,0,2,2,0
173,1/8/2018 15:04,-1.256401511,36.855262,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
174,1/8/2018 15:15,-1.256419873,36.8552761,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
175,1/8/2018 15:28,-1.303601011,36.827346,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,BICYCLE,BU,2,0,0,0,0,0,2,2,0
176,1/8/2018 17:21,-1.307088011,36.842819,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
177,1/9/2018 1:09,-1.117808261,37.00895955,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,Taxi,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,0,0,0,0,0,2,2,2,0
178,1/9/2018 3:22,-1.265887605,36.85879641,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
179,1/9/2018 3:44,-1.298167165,36.80291202,Outside Car Distraction,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
180,1/9/2018 4:09,-1.550000009,37.3,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
181,1/9/2018 4:57,-1.260994542,36.79605453,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
182,1/9/2018 5:39,-1.285630111,36.8224848,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
183,1/9/2018 7:48,-1.206524011,36.9193223,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
184,1/9/2018 18:00,-1.216670011,36.61667,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,2,0,0,0,0,0,2,2,0
185,1/10/2018 0:42,-1.264481337,36.73961766,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
186,1/10/2018 2:48,-0.829710012,37.03782,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
187,1/10/2018 2:54,-0.829710012,37.03782,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
188,1/10/2018 2:55,-0.829710012,37.03782,Traffic Control Device Improper/Non-Working,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
189,1/10/2018 3:20,-1.302080711,36.7759077,Other Vehicular,Unspecified,Unspecified,Unspecified,Unspecified,FB,BU,BICYCLE,BICYCLE,BICYCLE,2,0,0,0,0,0,2,2,0
190,1/10/2018 4:15,-1.266047111,36.7507374,Illnes,Unspecified,Unspecified,Unspecified,Unspecified,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
191,1/10/2018 5:52,-1.273061112,36.8129184,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,2,0,0,0,0,0,2,2,0
192,1/10/2018 10:47,-1.244373105,36.86641808,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
193,1/10/2018 10:59,-1.289959089,36.77707571,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,2,0,0,0,0,0,2,2,0
